time_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,ir,red
89643,-5624,-8776,4684,11651,5441,-12955,171572,84525
89783,7504,-7024,17776,-4912,-7158,15210,176353,85949
89923,-11492,-7720,5524,6240,7339,-15050,171094,84334
90063,14472,-5392,17360,-6055,4546,11169,176802,85934
90205,-12184,-8532,6452,5741,14554,-9985,171177,84234
90345,19492,-468,19800,-4261,4204,9726,176662,85918
90485,-14908,-6736,8904,-2351,11796,435,171885,84430
90625,29688,4580,24356,-2306,-669,-1113,176979,86143
90765,-9044,-3584,11164,-1254,4962,11475,173382,84839
90905,22240,6236,27764,1548,-18341,-14747,176287,86136
91047,-4068,-3752,10168,-1766,-1551,15510,173831,85150
91187,3796,2028,22608,9904,-12376,-25100,173297,86043
91327,740,-4316,10864,-2727,-2391,20066,173672,85271
91467,-3784,-1520,14004,11970,-6370,-20589,171059,85290
91607,1340,-3868,13200,-5187,-5754,23114,173316,85131
91749,-8236,-4920,9712,6431,2360,-24663,169982,84485
91889,6396,-5912,14000,-5058,-5319,23698,174658,85368
92029,-11064,-8760,5536,6581,11421,-19327,169858,84378
92169,11204,-6724,15952,-3208,-10324,17918,174907,85182
92309,-14180,-8688,7096,3487,18552,-11344,168858,83941
92451,14180,-3112,18372,-3615,1172,12455,175154,85340
92591,-13016,-7880,5900,1451,13291,-11112,169369,84064
92731,18752,112,19156,-4311,-2813,7950,175706,85685
92871,-13208,-7056,6300,-2659,13763,-2900,169138,84028
93011,30640,4732,22392,-3427,4654,6193,176499,85727
93151,-10644,-4956,7224,-4216,10985,1079,169857,84095
93293,32767,12040,31536,1208,-11990,-1462,177505,86319
93433,-7668,-5236,7576,-3581,2823,6035,170512,84270
93573,23888,10016,32767,5314,-12655,-10090,176136,86211
93713,-4516,-3600,9704,-5702,1961,10997,170302,84315
93853,13500,3748,26132,8021,-12046,-18588,174071,86178
93995,-1396,-2276,10032,-3850,-3978,17413,171142,84532
94135,4264,-696,18948,8755,-4280,-20392,170959,85669
94275,-1188,-4944,10324,-5073,-1948,16914,171215,84693
94415,-836,-2760,12956,9172,4229,-20709,170259,84776
94555,7512,-6428,13240,-3459,-2932,19919,172716,84982
94695,-9784,-6860,9708,6165,7374,-18947,169206,84115
94837,11132,-4568,15216,-4577,-2883,18608,173032,85075
94977,-9660,-8120,7104,2401,9080,-17195,168884,84035
95117,16084,-1376,18840,-3556,1215,14983,174856,85530
95257,-14188,-8420,7976,-7040,5701,-13811,169908,84327
95397,19424,-112,19404,-741,3676,7664,176178,85797
95539,-13944,-6536,11800,-2014,7177,7324,172978,84791
95679,22960,680,22728,2915,3890,-7793,176722,86275
95819,-6184,-5140,12752,-2047,-1174,15935,172283,84939
95959,5824,-1904,19540,7062,-5049,-22632,173064,86315
96099,-3528,-4904,11068,-2771,-2377,19858,173485,85180
96241,-3928,-3868,11248,10080,774,-26062,169418,84778
96381,9180,-6288,13460,-1153,-13352,25356,173173,85184
96521,-10200,-8624,8204,2142,8037,-19836,169693,84259
96661,12156,-944,20832,11,600,12129,173922,85609
96801,-3392,-7260,7880,-18903,5177,2706,173370,85054
96941,-3648,-5124,5188,27180,2714,-3513,169364,84536
97083,4032,-5692,23752,-17071,-6013,1898,176543,86087
97223,140,-6892,2200,2315,1452,4985,169979,84249
97363,3392,2116,27456,21607,-4576,-4204,175086,86225
