[,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,ir,red
150567,-2380,-1656,15044,36,49,-105,186332,93022
150707,-2356,-1440,15216,-84,-121,-155,186479,92925
150847,-2392,-1580,15156,-146,259,-82,186279,92939
150989,-2576,-1440,15184,-571,370,-236,186561,92938
151129,-2764,-1780,15040,-245,7,-727,186751,93064
151269,-1812,-1624,15068,-349,-792,-803,187122,93229
151409,-2008,-2052,15088,-4,-709,-607,187140,93207
151549,-1796,-1992,15140,-330,-34,-43,186944,93112
151689,-1896,-1716,15052,-208,-133,131,187026,93089
151831,-2104,-1776,15292,-152,507,-451,187238,93190
151971,-2276,-1836,15140,-126,503,-332,187414,93244
152111,-2420,-1864,15112,237,-719,431,187580,93328
152251,-1676,-1256,15468,205,-423,-357,187544,93232
152391,-1832,-1424,15068,-209,-301,-216,187293,93191
152533,-2012,-1628,15200,-154,504,-136,187357,93172
152673,-1836,-1728,15248,-282,-178,159,187375,93183
152813,-1716,-1564,15252,-141,194,64,187236,93216
152953,-1656,-1568,15092,213,228,-462,187143,93157
153093,-1936,-1656,15164,-73,-685,227,187339,93252
153235,-1540,-1312,15320,-157,7,-217,187455,93249
153375,-1864,-1592,15224,-209,165,-149,187723,93279
153515,-2024,-1580,15232,-147,75,-100,187444,93326
153655,-1704,-1512,15276,-211,39,-72,187445,93312
153795,-2008,-1672,15160,-190,137,-154,187570,93314
153935,-1860,-1636,15260,-199,153,-59,187714,93332
154077,-1872,-1524,15360,-190,86,-88,187942,93341
154217,-1852,-1532,15272,-172,87,-69,187634,93375
154357,-1876,-1588,15140,-194,48,-101,187636,93402
154497,-1928,-1552,15220,-166,135,-84,187749,93358
154637,-1956,-1540,15200,-185,83,-11,187879,93364
154779,-2156,-1672,15236,-257,90,-88,188114,93438
154919,-1816,-1604,15188,-173,-77,-124,187871,93406
155059,-1932,-1600,15264,-150,156,-37,187819,93449
155199,-2084,-1604,15196,-131,93,-75,187952,93409
155339,-1968,-1544,15256,-166,-9,-165,188070,93450
155481,-1944,-1644,15120,-172,42,-99,188326,93472
155621,-1992,-1636,15272,-180,210,-94,188051,93379
155761,-2024,-1608,15228,-255,328,-57,188061,93511
155901,-1968,-1576,15288,-198,9,-24,188093,93465
156041,-1888,-1624,15316,-109,-6,-47,188256,93520
156183,-1732,-1552,15248,-165,-169,-28,188280,93469
156323,-1808,-1644,15148,-224,259,-118,188217,93433
156463,-1772,-1576,15212,-135,20,-81,188118,93499
156603,-1860,-1640,15084,-195,147,-121,188170,93537
156743,-1896,-1588,15328,-131,91,-102,188288,93507
156883,-1892,-1548,15196,-196,209,-96,188258,93436
157025,-1944,-1572,15152,-238,13,-98,188307,93511
157165,-1868,-1680,15172,-215,134,-155,188304,93475
157305,-1888,-1636,15192,-20,-88,-161,188351,93628
157445,-2320,-1784,15168,-18,-472,-176,188471,93552
157585,-1708,-1480,15272,-172,-76,-150,188275,93525
157727,-1812,-1548,15300,-119,-14,24,188247,93454
157867,-1960,-1600,15264,-117,-192,39,188408,93511
158007,-2032,-1700,15232,-95,18,-112,188367,93595
158147,-1828,-1432,15184,-107,318,-234,188398,93595
158287,-2120,-1700,15208,-193,-134,58,188205,93518
158427,-1800,-1340,15376,-126,-25,46,188272,93478
158569,-2048,-1704,15120,-160,69,-129,188390,93558
158709,-2008,-1332,15308,-31,-108,-48,188483,93551
158849,-1720,-1292,15208,-252,106,178,188291,93600
158989,-1680,-1360,15220,-2,-96,-143,188265,93487
159129,-1752,-1440,15192,-44,-68,-8,188192,93486
159271,-1768,-1456,15328,61,-85,7,188245,93483
159411,-1600,-1240,15364,-60,-193,56,188024,93349
159551,-1436,-1284,15264,-27,20,-43,187661,93443
159691,-1392,-1244,15336,-113,36,-87,187509,93271
159831,-1516,-1168,15292,-101,-18,-111,187384,93253
159973,-1568,-1284,15224,-212,367,-347,187420,93186
160113,-1712,-1376,15288,-260,412,-231,187219,93171
160253,-1716,-1344,15180,-162,167,16,187390,93293
160393,-1660,-1364,15216,-183,46,50,187534,93325
160533,-1648,-1292,15164,-70,-123,-24,187724,93375
160675,-1396,-1432,15292,-165,130,-342,187500,93289
160815,-1384,-960,15360,-263,15,54,187681,93314
160955,-1400,-1184,15228,-315,189,41,187689,93427
161095,-1568,-1140,15312,-129,301,-363,187825,93453
161235,-1708,-1200,15212,-211,254,-107,187616,93375
161375,-864,-1204,15280,-38,-127,319,187666,93364
161517,-1788,-1384,15288,-292,712,-444,187850,93428
161657,-1596,-1204,15256,-97,687,-280,187955,93475
161797,-1952,-1248,15348,-37,-1281,229,187821,93530
161937,-1676,-1232,15180,-367,354,-259,187849,93507
162077,-1804,-1456,15184,-184,-69,-127,187932,93481
162219,-1512,-1232,15232,-140,-261,69,188231,93569
162359,-1740,-1392,15252,-251,472,-116,188072,93509
162499,-1772,-1420,15308,-205,-82,-133,187878,93638
162639,-1768,-1380,15316,-170,121,-36,188054,93542
162779,-1736,-1376,15180,-254,75,-202,188177,93595
162921,-1776,-1392,15276,-143,8,-112,188309,93563
163061,-1540,-1308,15196,-170,249,-57,188140,93579
163201,-1788,-1408,15180,-83,19,-125,188229,93674
163341,-1652,-1220,15248,-241,175,-118,188311,93673
163481,-1396,-1328,15224,-144,-99,145,188507,93725
163623,-1976,-1484,15200,-185,391,-381,188332,93654
163763,-1508,-1232,15188,-201,197,-58,188430,93625
163903,-1724,-1332,15272,-219,30,-1,188472,93749
164043,-1752,-1476,15244,-216,-95,-79,188592,93794
164183,-1736,-1368,15220,-132,29,-130,188599,93758
164323,-1780,-1276,15296,-234,206,-116,188495,93628
164465,-1684,-1380,15188,-200,91,-131,188610,93721
164605,-1840,-1368,15248,-126,78,-74,188641,93731
164745,-1620,-1436,15284,-141,-26,-39,188663,93798
164885,-1732,-1408,15264,-184,141,-65,188637,93697
165025,-1708,-1284,15296,-229,81,-103,188507,93703
165167,-1656,-1232,15260,-300,74,-115,188645,93699
165307,-1320,-1488,15220,-31,-243,-182,188650,93692
165447,-1548,-1352,15360,-130,510,-169,188578,93794
165587,-1716,-1380,15360,-131,301,-129,188441,93725
165727,-1612,-1216,15224,-144,132,-54,188462,93700
165867,-1976,-1376,15316,-262,205,-83,188488,93699
166009,-1716,-1276,15248,-156,72,-168,188723,93706
166149,-1784,-1316,15268,-220,334,-132,188382,93687
166289,-1776,-1248,15232,-297,195,-59,188342,93719
166429,-1808,-1292,15172,-236,219,-136,188440,93687
166569,-1788,-1352,15252,-154,116,-51,188449,93711
166711,-1836,-1316,15276,-113,55,-107,188507,93691
166851,-1676,-1316,15196,-144,61,-94,188282,93665
166991,-1776,-1316,15284,-203,101,-81,188382,93759
167131,-1716,-1300,15220,-221,110,-87,188447,93743
167271,-1792,-1328,15288,-166,23,-138,188533,93766
167411,-1860,-1360,15100,-204,91,-170,188329,93681
167553,-1680,-1332,15216,63,-81,-246,188448,93682
167693,-1536,-1280,15260,492,-279,-68,188358,93749
167833,-1100,-724,15356,266,-423,223,188400,93819
167973,-988,-708,15308,242,167,-139,188400,93746
168113,-1724,-672,15308,0,677,-152,188190,93715
168255,-1812,-688,15276,-262,292,259,188288,93735
168395,-1860,-800,15276,-41,80,33,188159,93654
168535,-1684,-596,15328,-25,-85,713,188158,93760
168675,-1072,-412,15340,-151,-207,440,187857,93655
168815,-1200,-480,15420,-51,-324,429,187816,93638
168957,-1092,-408,15304,-165,432,-15,187765,93576
169097,-1156,-488,15368,-166,299,-73,187941,93603
169237,-1348,-500,15280,-98,33,60,187720,93633
169377,-1360,-368,15288,-68,158,259,187642,93630
169517,-1372,-328,15276,-208,196,-62,187695,93592
169657,-1452,-460,15228,-225,360,-107,187753,93582
169799,-1524,-416,15232,-226,187,-74,187972,93609
169939,-1584,-428,15416,-125,276,-133,187762,93592
170079,-1748,-500,15368,-97,-29,-147,187606,93638
170219,-1588,-420,15336,-262,-11,-34,187681,93603
170359,-1452,-432,15248,-237,-204,4,187697,93591
170501,-1372,-416,15396,-131,-215,103,187947,93625
170641,-1368,-412,15440,-144,-29,42,187713,93523
170781,-1184,-444,15244,-166,68,50,187591,93635
170921,-1280,-448,15420,-193,87,-8,187600,93555
171061,-1332,-352,15376,-221,87,-25,187635,93570
171201,-1256,-520,15428,-172,84,-89,187666,93567
171343,-1200,-500,15384,-190,37,-57,187798,93536
171483,-1264,-364,15316,-186,61,-20,187526,93531
171623,-1220,-440,15376,-222,164,-122,187501,93582
171763,-1316,-544,15352,-164,93,-151,187565,93548
171903,-1132,-432,15376,-235,167,-94,187611,93488
172045,-1336,-528,15408,-112,-26,-129,187768,93558
172185,-1092,-420,15416,-209,187,-60,187554,93464
172325,-1252,-508,15336,-198,401,-254,187529,93586
172465,-1360,-492,15316,-63,264,-152,187690,93505
172605,-1676,-512,15432,-89,150,-220,187748,93564
172747,-1440,-412,15188,-72,83,-58,187851,93549
172887,-1568,-448,15368,-162,-115,-101,187638,93488
173027,-1376,-472,15368,-178,-27,-117,187719,93621
173167,-1300,-400,15352,-133,116,-172,187704,93569
173307,-1576,-380,15436,-132,422,-148,187826,93621
173449,-1436,-328,15264,-94,594,-337,187767,93504
173589,-2068,-508,15240,-60,110,-202,187872,93577
173729,-1292,-348,15224,-102,709,-306,187904,93680
173869,-1724,-312,15328,29,861,-676,188076,93742
174009,-1968,-344,15176,-201,353,-336,188245,93714
174149,-1872,-288,15476,-316,641,-161,188145,93678
174291,-1852,-480,15460,-291,242,8,188331,93706
174431,-1616,-268,15228,-96,187,51,188375,93767
174571,-1504,-380,15400,-58,14,99,188495,93880
174711,-2028,-432,15288,-131,144,-186,188512,93816
174851,-2156,-392,15324,-532,970,-112,188448,93748
174993,-2408,-432,15196,24,935,-378,188593,93836
175133,-1972,0,15304,175,105,-1369,188694,93850
175273,-3288,-300,15404,-338,3280,-220,188606,93927
175413,-2680,-36,14792,-904,1645,154,188564,93819
175553,-3772,516,14300,-1145,79,657,188465,93764
175695,-4228,-892,14852,-1027,855,281,188930,93855
175835,-2752,-180,14524,-370,650,198,188928,93789
175975,-5616,-1428,15808,-1282,102,-744,188855,93941
176115,-4092,-1548,14504,-755,1126,-507,188905,93892
176255,-3676,-2044,14660,-463,45,-673,188919,93908
176397,-2556,-1748,14528,-651,1363,267,188998,93863
176537,-4808,-2696,14420,-1035,635,-128,188989,93860
176677,-4540,-2524,13780,1331,1257,-104,188879,93957
176817,-3944,-1272,15044,1020,230,-157,188906,93959
176957,-3468,-1484,14284,1372,-617,-228,188833,93861
177097,-3008,-656,13772,3250,-2,327,188460,93734
177239,-3220,872,15184,3474,-2231,46,188265,93702
177379,-3096,1816,15732,3085,-343,610,188046,93635
177519,-3124,2764,15212,2562,-745,-187,187896,93669
177659,-2292,3468,15136,1511,-1298,67,187401,93469
177799,-2984,3864,15208,1603,585,298,186730,93311
177941,-2496,4720,15240,1055,-737,50,186468,93203
178081,-1296,4968,14536,64,-981,-3,185963,92937
178221,-1892,4848,14856,-163,-370,-699,185412,92953
178361,-1096,4468,14672,-142,-326,71,185270,92796
178501,-1376,4952,14636,-237,231,-398,185241,92788
178643,-1352,4816,14520,-214,412,-120,185268,92743
178783,-1660,4568,14576,-525,-1367,-217,185099,92670
178923,-828,4524,14804,-275,-514,-149,184899,92697
179063,-764,4424,14972,-309,-341,-132,184831,92743
179203,-1032,4276,14776,-320,-93,-264,184790,92656
179343,-1256,4508,14800,-378,-336,-490,184507,92595
179485,-1332,4332,14804,-164,378,-237,184485,92549
179625,-996,4380,14672,-295,-669,-86,184438,92582
179765,-1124,4428,14716,-179,-222,12,184433,92705
179905,-664,4192,14804,-29,4,164,184523,92716
180045,-920,4404,14852,-107,192,-134,184386,92611
180185,-844,4360,14792,-208,-53,-295,184268,92544
180327,-996,4428,14704,-339,133,-146,184437,92655
180467,-868,4348,14712,-91,214,30,184495,92653
180607,-972,4336,14800,-259,-175,-127,184547,92849
180747,-676,4284,14848,-391,-24,-274,184473,92714
180887,-904,4220,14780,-258,-29,-312,184436,92738
181029,-684,4188,14804,-237,-81,-235,184493,92735
181169,-700,4160,14852,-197,163,-152,184755,92779
181309,-744,4180,14856,-157,78,-171,184805,92850
181449,-688,4232,15016,-243,-100,-119,184828,92906
181589,-848,4304,14712,-288,-119,-74,184672,92769
181729,-728,4036,14932,-212,-36,-102,184585,92809
181871,-700,4100,14940,-249,-143,-116,184683,92735
182011,-600,4096,14828,-186,171,36,184822,92798
182151,-684,4096,15020,-149,98,-70,184811,92860
182291,-800,4168,14724,-173,53,-159,184644,92844
182431,-744,4056,14948,-204,113,-112,184568,92822
182571,-644,4104,14808,-212,77,-67,184603,92802
182713,-680,4136,14952,-162,24,-74,184825,92814
182853,-596,4060,14844,-179,120,-48,184887,92857
182993,-548,4124,14888,-233,60,-119,184908,92951
183133,-564,4100,14844,-226,70,-98,184684,92887
183273,-644,4032,14784,-175,9,-59,184597,92837
183413,-784,4088,14840,-180,58,-111,184689,92794
183555,-696,4096,14900,-215,-19,-127,184911,92887
183695,-600,4088,14872,-136,131,-65,184917,92824
183835,-508,4116,14976,-97,-4,45,184974,93025
183975,-800,4080,14864,-61,156,-125,184740,92876
184115,-744,4168,14844,-177,-4,-82,184670,92870
184257,-452,4280,14796,-185,-43,7,184643,92830
184397,-528,4164,14932,-253,-153,-215,184815,92851
184537,-428,4068,14936,-153,233,-108,184799,92919
184677,-540,4168,14932,-221,240,-56,184618,92916
184817,-692,4324,14840,-142,30,47,184561,92849
184957,-708,4164,14824,-278,-59,-317,184594,92835
185099,-544,4164,14856,-236,144,-6,184800,92872
185239,-612,4112,14864,-148,153,-59,184789,92828
185379,-412,4076,14840,-162,211,-124,184838,92955
185519,-548,4156,14896,-135,383,-98,184598,92841
185659,-484,4104,14892,-85,205,-31,184560,92868
185801,-368,4108,14964,-149,149,-51,184588,92859
185941,-360,4100,14856,-112,183,-128,184777,92864
186081,-692,4076,14832,-44,69,-136,184825,92924
186221,-576,4084,14724,-216,-79,-56,184594,92908
186361,-464,4128,14784,-202,115,2,184545,92821
186501,-504,4156,14852,-219,255,-77,184477,92834
186643,-580,4140,14804,-171,-96,-115,184669,92825
186783,-584,4156,14988,-167,26,-140,184684,92838
186923,-360,4156,14960,-194,72,-129,184714,92950
187063,-428,4240,14868,-216,-116,-150,184485,92873
187203,-416,4036,14904,-157,-159,-61,184460,92833
187343,-420,4080,14820,-260,94,-43,184485,92801
187485,-312,4000,14900,-67,140,-134,184691,92874
187625,-676,4072,14732,-284,24,-177,184720,92865
187765,-284,3860,14860,-214,-225,114,184475,92904
187905,-436,4156,14824,-70,143,82,184526,92808
188045,-504,3940,14896,-354,227,-352,184512,92847
188187,-344,4216,14784,-163,-74,-37,184651,92808
188327,-176,4080,14800,-203,35,-88,184765,92882
188467,-168,4188,14908,-274,-39,48,184555,92909
188607,-260,3984,14972,-18,402,143,184598,92912
188747,-464,4004,14916,-199,748,-177,184662,92880
188887,-568,3964,14844,-151,-47,-206,184752,92830
189029,-380,4348,14832,-181,-46,113,184909,92950
189169,-352,4084,14920,-279,-161,-134,184648,92875
189309,-292,4032,14848,-233,-130,-191,184546,92924
189449,-332,4004,14812,-56,201,-189,184627,92848
189589,-72,4144,14856,-167,234,24,184639,92896
189731,-264,4068,14864,-176,92,-55,184736,92844
189871,-272,4068,14888,-69,197,-5,184549,92843
190011,-332,4176,14888,-211,126,-187,184490,92943
190151,-232,4080,14884,-131,29,38,184587,92928
190291,-220,4176,14836,-140,316,-97,184688,92929
190431,-448,4276,14852,-105,55,-98,184396,92833
190573,-412,4204,14892,-85,-24,42,184521,92852
190713,-344,4264,15040,-414,-362,-102,184435,92865
190853,-376,4024,14820,-132,194,-83,184489,92941
190993,-20,4124,14924,-307,267,-188,184525,92882
191133,-504,4064,14868,-253,11,33,184383,92816
191275,-128,4144,14776,-151,5,-155,184563,92899
191415,-428,4144,14816,-276,178,-94,184566,92891
191555,-216,4052,14864,-72,6,-21,184559,92960
191695,-164,4080,14900,-135,166,-21,184446,92847
191835,-284,4100,14856,-38,162,-225,184402,92886
191977,-220,4176,14848,-55,59,-21,184534,92871
192117,-240,4296,14864,-210,-5,-34,184586,92871
192257,-304,4156,14868,-194,60,-140,184351,92940
192397,-456,4192,14828,-234,176,-46,184428,92929
192537,-372,4232,14792,-241,1,-121,184428,92907
192677,-260,4144,14844,-112,100,-79,184504,92901
192819,-248,4148,14784,-102,69,-19,184465,92847
192959,-336,4228,14920,-169,120,-94,184316,92888
193099,-260,4156,14800,-293,230,-69,184324,92944
193239,-236,4064,14920,-164,13,-122,184481,92885
193379,-256,4068,14788,-68,120,-66,184319,92870
193521,56,4300,14836,-162,662,-387,184385,92858
193661,28,4384,14812,-254,99,-93,184338,92839
193801,-676,4044,14812,-225,261,-61,184408,92977
193941,24,4068,14964,-213,-12,-142,184457,92938
194081,-336,3948,14916,-256,58,-134,184305,92903
194221,-308,4060,14900,-206,-97,-52,184309,92905
194363,-320,3972,14880,-100,120,-22,184550,92929
194503,-420,3992,14840,-199,70,-209,184550,92973
194643,-288,4056,14820,-47,91,66,184338,92975
194783,-312,4192,14872,-214,-51,-77,184345,92921
194923,-168,4048,14788,-123,239,-156,184334,92937
195065,-236,4076,14820,-227,258,-202,184559,92947
195205,-488,4220,14868,-254,441,-6,184440,92879
195345,-260,4020,14908,-212,71,-169,184307,92962
195485,-328,4176,14912,-268,21,-111,184354,92963
195625,-328,4156,14868,-151,31,-54,184399,92962
195765,-200,4108,14868,-205,233,-116,184424,92914
195907,-288,4060,14908,-99,145,-43,184397,92900
196047,-376,4116,14856,-144,55,-141,184238,92929
196187,-420,4128,14892,-189,89,-128,184292,92974
196327,-504,4012,14904,-210,33,-61,184376,92947
196467,-404,4136,14804,-127,79,-18,184435,92913
196609,-768,4136,14676,-450,-127,-167,184382,92912
196749,-172,4308,14792,84,846,439,184264,92855
196889,-172,4276,14840,-452,174,-356,184270,93015
197029,-532,3972,14920,-205,307,-85,184463,92952
197169,-300,4160,14788,-134,59,-102,184401,92961
197311,-384,4028,14908,-256,-5,-162,184377,92894
197451,-420,4068,14896,44,323,13,184362,92906
197591,-492,4320,14824,-526,540,576,184390,93036
197731,-316,4272,14924,122,1139,248,184539,93018
197871,-692,4028,14872,-269,219,-655,184404,92986
198013,-720,4172,14816,-218,486,-162,184368,92932
198153,-520,4488,14856,-75,-529,-58,184540,92948
198293,540,4296,14772,-319,-165,399,184564,93052
198433,-844,4268,14876,-234,-55,-94,184567,93056
198573,-28,4152,14892,-241,343,-197,184414,92987
198713,-232,4104,14856,-68,-205,-4,184467,92924
198855,20,4368,14916,108,-58,-43,184611,93007
198995,84,4204,14820,-113,69,-5,184641,93031
199135,-72,4116,14908,-274,0,-426,184372,93019
199275,-96,4244,14740,-203,274,-245,184402,92949
199415,-60,4244,14728,-150,-185,89,184352,92959
199557,-140,4364,14972,-97,138,-244,184548,92982
199697,-280,4124,14876,-187,191,-174,184383,92900
199837,-260,4104,14884,-194,-118,-132,184288,93011
199977,148,4128,14892,-173,-123,45,184341,92982
200117,-188,4148,14980,-181,20,-147,184385,92992
200257,-328,4072,14884,-195,242,-50,184390,92942
200399,36,4216,14900,-245,10,26,184386,92924
200539,-284,4312,14884,-282,66,-173,184304,93002
200679,-116,4144,14884,-45,-160,-178,184390,93077
200819,-316,4180,14820,-128,173,-85,184535,93036
200959,-288,4284,14784,-113,253,-65,184321,92966
201101,-364,4132,15008,-126,219,-48,184481,93016
201241,-248,4228,14848,-202,-86,-92,184432,92929
201381,-176,4228,14776,-236,-29,-115,184491,93128
201521,-160,4152,14952,-216,55,-95,184382,93029
201661,-288,4136,14808,-176,-7,65,184331,93026
201803,-128,4176,14908,-173,100,-13,184380,92983
201943,-284,4120,14760,-172,102,31,184589,92987
202083,-268,4312,14780,-138,201,-25,184522,93068
202223,-236,4260,14820,-175,39,-93,184356,93069
202363,-228,4128,14884,-192,114,-110,184424,93021
202503,-272,4240,14896,-144,94,-89,184448,93022
202645,-204,4216,14836,-155,88,-81,184707,93072
202785,-260,4304,14768,-188,1,-73,184464,92936
202925,-356,4160,14852,-115,-50,-125,184398,93127
203065,-236,4308,14800,-188,-66,-60,184476,93059
203205,-184,4180,14888,-83,-75,-76,184562,93070
203347,-24,4424,14920,-280,459,-401,184566,93013
203487,-188,4372,14852,-190,80,-87,184495,92962
203627,-140,4112,14824,-166,-71,-125,184435,93076
203767,-36,4212,14828,-101,69,33,184473,93111
203907,-204,4320,14848,-160,305,-104,184570,93070
204047,-184,4320,14828,-164,282,-65,184441,93004
204189,-172,4344,14728,-319,-83,-87,184493,93012
204329,-140,4164,14896,-169,-118,-71,184492,92940
204469,96,4244,14824,-227,109,-101,184521,93134
204609,-236,4324,14904,-45,389,-159,184564,93055
204749,-52,4260,14768,-135,178,-107,184419,93047
204891,-120,4356,14936,-147,150,-89,184429,93002
205031,-168,4304,14756,-209,122,-117,184618,93003
205171,-200,4276,14892,-278,90,-108,184601,93117
205311,-48,4216,14812,-185,96,-34,184445,93103
205451,-328,4300,14792,-194,129,-204,184429,93053
205591,-240,4272,14824,-251,75,-110,184451,93003
205733,-116,4216,14908,-205,-52,-72,184691,93096
205873,32,4296,14888,-207,22,-154,184696,93011
206013,-84,4344,14808,-224,52,-81,184449,93154
206153,-108,4160,14800,-260,-72,-147,184511,93059
206293,-120,4252,14792,-264,25,-102,184509,93073
206435,-84,4128,14824,-253,-8,-62,184614,93009
206575,-60,4004,14832,-478,-460,-343,184618,92996
206715,160,3980,14924,-257,92,66,184426,93067
206855,-92,3988,14904,-368,29,-62,184494,93096
206995,204,3880,14944,-286,249,-69,184557,93064
207135,-180,3968,14768,-284,210,-117,184619,93011
207277,-112,3996,14848,-311,-9,-203,184598,93025
207417,-76,3820,14940,-297,59,-136,184575,92990
207557,-4,3736,14932,-292,-2,25,184591,93191
207697,-100,3776,15064,-237,113,-77,184719,93104
207837,-104,3800,14928,-89,214,-60,184758,93118
207979,-12,3896,15016,-84,326,-91,184582,93034
208119,-208,3876,14920,3,295,8,184767,93073
208259,-224,3976,14972,-24,213,-50,184753,93141
208399,-212,3980,14916,29,-8,-65,184875,93211
208539,-272,3964,14864,137,369,-179,184846,93167
208679,-356,4128,14688,267,663,-57,184806,93147
208821,-608,4228,14764,128,270,-318,185025,93170
208961,-664,4308,14908,-75,397,-209,185022,93166
209101,-600,4432,14812,-241,-106,-19,185129,93286
209241,-508,4460,14752,-233,30,88,184942,93207
209381,-400,4196,14800,-169,45,3,184902,93183
209521,-644,4460,14748,-91,383,10,184948,93158
209663,-476,4348,14968,-244,141,-212,185147,93189
209803,-608,4196,14788,-166,-39,-30,184928,93195
209943,-428,4376,14748,-164,123,-3,184831,93210
210083,-292,4180,14932,-229,-62,-26,184857,93175
210223,-352,4408,14816,-133,25,-63,184883,93152
210365,-300,4212,14808,-163,34,-192,185058,93194
210505,-400,4392,14852,-257,-42,25,184748,93115
210645,-344,4124,14844,-231,-115,-32,184660,93260
210785,-348,4196,14804,-215,78,-152,184752,93143
210925,-344,4216,14916,-215,32,-136,184754,93173
211067,-292,4336,14796,-144,-36,-90,184708,93115
211207,-412,4276,14804,-189,57,-99,184615,93096
211347,-184,4264,14780,-228,-2,-88,184628,93222
211487,-288,4268,14780,-193,62,-41,184721,93184
211627,-300,4284,14908,-200,55,-92,184798,93201
211769,-304,4272,15048,-200,-38,-80,184562,93118
211909,-176,4228,14700,-198,78,-83,184714,93129
212049,-236,4244,14932,-213,150,-110,184691,93213
212189,-208,4284,14808,-174,147,-106,184826,93268
212329,-224,4188,14808,-177,247,-112,184802,93205
212469,-180,4256,14872,-185,158,-100,184671,93112
212611,-196,4192,14844,-191,82,-115,184850,93219
212751,-256,4312,14784,-216,-10,-91,184851,93172
212891,-308,4280,14844,-194,67,-134,184922,93362
213031,-176,4252,14828,-161,-53,-24,184800,93239
213171,-292,4268,14860,-159,-121,-121,184839,93248
213313,-140,4124,14880,-177,-91,-106,184812,93205
213453,0,4204,14852,-172,-84,-52,185020,93225
213593,-8,4200,14864,-127,124,-132,184953,93256
213733,-72,4288,14796,-135,183,-72,184837,93257
213873,-140,4260,14820,-162,266,-142,184921,93213
214013,-220,4240,14932,-120,213,-114,184921,93244
214155,-204,4280,14804,-197,91,-38,185104,93227
214295,-172,4244,14820,-239,27,-105,184963,93222
214435,-112,4148,14856,-222,-56,-95,184886,93319
214575,-32,4228,14808,-183,65,-82,184976,93310
214715,12,4200,14836,-234,105,-54,185052,93278
214855,4,4240,14896,-172,-33,-122,185136,93223
214997,16,4248,14836,-242,-18,-92,185055,93233
215137,0,4176,14784,-195,31,-53,184992,93206
215277,-36,4168,14720,-225,-15,-124,184977,93391
215417,96,4144,14904,-209,50,-104,185077,93310
215557,-24,4148,14916,-181,18,-134,185163,93322
215699,8,4216,14832,-246,48,-111,184940,93211
215839,28,4016,14804,-211,-43,-96,185029,93209
215979,36,4164,14920,-203,22,-80,184974,93328
216119,28,4100,14956,-211,-15,-96,185035,93367
216259,60,4108,14884,-151,134,-71,185125,93307
216399,44,4240,14840,-152,54,-64,184955,93233
216541,8,4152,14948,-98,149,-10,185019,93249
216681,48,4084,14876,-155,103,-67,184934,93189
216821,96,4152,14872,-235,-34,-97,185020,93335
216961,64,4080,14868,-195,117,-63,185060,93301
217101,28,4180,14896,-175,-102,-18,184941,93243
217241,64,4108,14908,-196,49,-109,184840,93228
217383,44,4180,14928,-188,53,-77,184994,93228
217523,80,4172,14912,-222,77,-111,185003,93262
217663,172,4144,14864,-202,77,-62,185004,93361
217803,152,4204,14864,-245,-135,-71,184895,93219
217943,76,4132,14896,-205,-81,-79,184834,93235
218085,128,4164,14908,-198,147,-77,185000,93205
218225,108,4120,14880,-214,89,-74,185071,93267
218365,188,4128,14924,-157,126,-153,185080,93341
218505,72,4192,14980,-210,52,-109,184911,93262
218645,168,4164,14784,-150,-10,-95,184923,93273
218787,52,4220,14876,-186,67,-85,184910,93236
218927,132,4088,14884,-144,138,-73,185129,93255
219067,32,4084,14920,-83,178,-13,185055,93307
219207,128,4204,14780,-161,121,-115,184914,93318
219347,12,4160,15040,-161,234,16,184925,93269
219487,8,4320,14884,-184,0,-27,184962,93212
219629,64,4268,14880,-218,79,-126,185140,93294
219769,144,4136,14808,-242,122,-84,184928,93201
219909,208,4136,14880,-174,-18,-58,184872,93370
220049,120,4220,14948,-189,111,-143,184988,93263
220189,76,4212,14740,-215,121,-50,185040,93303
220331,132,4160,14944,-218,165,-94,185118,93242
220471,-20,4080,14748,-224,150,-33,184966,93263
220611,164,4136,14804,-179,87,-73,184937,93322
220751,116,4076,14904,-118,85,-99,185027,93335
220891,116,4156,14920,-192,19,-96,185100,93322
221031,184,4072,14904,-177,-111,-17,184965,93260
221173,-4,4092,14908,-199,-10,-88,185064,93259
221313,12,3920,14788,-188,50,-53,185007,93314
221453,52,4132,14772,-197,76,-65,185080,93375
221593,240,4148,14912,-208,65,-78,185114,93326
221733,188,4152,14864,-213,53,-122,184980,93225
221875,32,4104,14900,-226,89,-79,185150,93298
222015,96,4132,14956,-193,107,-94,185150,93332
222155,212,4096,14888,-199,152,-123,185171,93436
222295,180,4128,14888,-161,131,-48,185126,93293
222435,12,4068,14884,-108,-87,-27,185074,93314
222577,144,4104,14904,-143,56,-93,185222,93321
222717,184,4056,14732,-161,-67,-57,185246,93291
222857,80,4044,14920,-149,128,-73,185277,93395
222997,252,4092,14944,-140,136,-65,185121,93315
223137,284,4084,14940,-192,52,-108,185164,93352
223279,160,4124,14904,-153,129,-26,185171,93270
223419,328,4148,15092,-124,204,-107,185321,93345
223559,256,4144,14904,-286,-110,-150,185071,93374
223699,200,4100,14788,-225,6,-64,185087,93396
223839,252,4060,14900,-278,56,-207,185154,93326
223979,232,4036,14836,-168,25,105,185199,93344
