time_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,ir,red
106727,3784,13432,3228,657,-426,-2618,160272,73351
106867,2140,16916,3280,-1121,-2502,-2361,160326,73310
107007,2988,14284,3620,66,229,-565,160388,73246
107149,2004,15932,4140,-957,1666,1880,160453,73304
107289,2628,14184,4588,-2453,-211,4225,160402,73264
107429,4504,15340,5300,667,2444,2814,160259,73366
107569,3384,15340,4576,-2101,1648,6038,160512,73312
107709,4604,15964,4548,519,3546,4482,160686,73329
107851,2532,13428,3344,818,1950,1511,160653,73298
107991,4276,16480,4328,2104,2536,1182,160885,73333
108131,4368,15700,4464,2581,2381,-5423,160751,73427
108271,4424,14936,3552,1873,-3210,-7071,160723,73372
108411,3508,15008,3440,342,-5853,-5860,160663,73384
108553,4080,17304,4232,-746,-2955,-3571,160599,73290
108693,3296,13292,4020,-1158,-1255,1313,160801,73373
108833,2968,15496,3808,-624,1672,1465,160707,73439
108973,3068,14576,4548,-1033,4546,4147,160749,73432
109113,3600,18148,6060,-1762,3172,6147,160710,73385
109255,2932,13476,5372,-1275,6833,5799,160749,73358
109395,2356,15528,5152,-1755,231,3189,160961,73373
109535,3264,14396,4812,405,809,1524,160851,73460
109675,3928,14108,4844,427,-1215,-1051,161068,73537
109815,4604,13908,4752,2536,17,-3107,160938,73428
109955,4480,15352,3964,2441,-312,-3964,160949,73388
110097,4112,16880,3540,1290,-1267,-4808,160980,73466
110237,4308,15568,3448,1665,-5498,-5861,160930,73454
110377,3252,14956,3860,170,-2744,-3090,160914,73521
110517,3176,17040,3860,-808,-1931,-3241,160776,73432
110657,3312,14224,4220,-839,4466,2408,160862,73440
110799,3620,14524,4176,-2404,5323,5345,160988,73452
110939,3136,17124,5504,-2654,5639,6286,160965,73431
111079,1884,14372,5224,-3273,3916,5880,160894,73536
111219,3908,13852,5608,-860,1727,2833,160966,73432
111359,2856,14416,6088,669,1747,574,160977,73461
111501,2448,15012,5716,257,-1486,-796,161101,73502
111641,2640,14608,4508,576,-2370,-2044,160971,73450
