time_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,ir,red
166871,3036,-4468,12832,-4441,2337,2818,176753,86158
167013,2040,-5496,15080,-8057,1695,87,177138,86224
167153,1472,-10352,13356,-11881,2206,2036,176832,86207
167293,1412,-11036,7084,-12240,1830,3813,176810,86274
167433,-1440,-5996,1788,16102,2520,2377,176344,86101
167573,7732,4908,32672,23714,-7365,-9976,178616,86658
167715,1884,-6696,12976,-13999,-2890,970,177810,86369
167855,3180,-8188,13312,-9823,3225,3835,177726,86374
167995,728,-9768,10480,-12528,1823,1174,177277,86405
168135,236,-12920,6996,-7595,459,984,177294,86307
168275,-1168,-13020,4460,-6,-797,1248,177177,86295
168417,-1188,-896,-2556,32767,-1692,-5792,176894,86137
168557,7232,1216,32767,828,-7199,-3435,179657,86788
168697,-128,-3176,14220,-9646,2490,2670,178409,86691
168837,2776,-6848,14572,-11255,2123,2078,178141,86564
168977,552,-9648,10856,-16003,-343,1581,177421,86334
169117,-300,-13128,7232,-11225,2909,4280,177354,86288
169259,1100,-10696,-828,8300,-3227,622,177254,86340
169399,356,5320,28900,32767,2343,-7902,177867,86623
169539,1480,-8596,15928,-14318,-243,1793,178025,86568
169679,2264,-3092,12552,-5353,1906,164,177666,86409
169819,4032,-6824,14152,-7735,-2563,-2672,177451,86351
169959,1896,-10236,13220,-10097,1361,105,177160,86265
170101,1336,-12340,10600,-17211,7017,3797,177849,86471
170241,1388,-9652,-212,1310,-417,735,177308,86368
170381,-4220,-5076,-14580,32767,-2089,1661,176137,86338
170521,-164,-12776,22412,-10586,-14355,2711,178774,86616
170661,608,-2236,12728,-8908,-3347,-664,178361,86633
170803,1156,-5060,13996,-4676,-387,-2228,177710,86364
170943,2532,-7892,15952,-7954,2817,-2314,177292,86353
171083,1448,-11136,10004,-22013,1028,8217,177898,86549
171223,-1512,-10016,1504,-4248,-497,4008,177327,86473
171363,-4512,-6268,-3856,32767,-10686,-9832,176303,86174
171503,7988,-3784,32767,-4676,-12652,-92,179514,86789
171645,776,-3888,11920,-8724,129,4237,178497,86697
171785,2780,-7116,13228,-3223,799,1552,178113,86598
